,Ticker,Company,CIK,Name,Exchange,SIC,Business,Incorporated,IRS,Flag_3D,Flag_CAD,Flag_Materials,Flag_supply
534,CNS,COHEN & STEERS INC,1284812,Cohen & Steers Inc,NYSE,6282.0,NY,DE,141904657.0,0,224,0,True
535,CNSL,CONSOLIDATED COMM,1304421,Consolidated Communications Holdings Inc,NASDAQ,4813.0,IL,DE,20636095.0,0,34,60,True
536,CNTY,CENTURY CASINOS INC,911147,Century Casinos Inc,NASDAQ,7011.0,CO,DE,841271317.0,0,388,8,True
537,CNX,CONSOL ENERGY INC,1070412,Consol Energy Inc,NYSE,1221.0,PA,DE,510337383.0,0,475,130,True
538,COBZ,COBIZ FINANCIAL INC,1028734,Cobiz Financial Inc,NASDAQ,6021.0,CO,CO,840826324.0,0,10,16,True
539,COF,CAPITAL ONE FINANCIAL,927628,Capital One Financial Corp,NYSE,6021.0,VA,DE,541719854.0,0,36,38,True
540,COG,CABOT OIL & GAS CORP,858470,Cabot Oil & Gas Corp,NYSE,1311.0,TX,DE,43072771.0,0,13,59,True
541,COGT,COGINT INC,1289434,Cogent Inc,,7373.0,CA,DE,954305768.0,0,2,38,True
542,COH,COACH INC,1116132,Coach Inc,NYSE,3100.0,NY,MD,522242751.0,0,486,187,True
543,COHR,COHERENT INC,21510,Coherent Inc,NASDAQ,3826.0,CA,DE,941622541.0,1,594,645,False
544,COHU,COHU INC,21535,Cohu Inc,NASDAQ,3825.0,CA,DE,951934119.0,0,49,186,True
545,COKE,COCA COLA BOTTLING,317540,Coca Cola Bottling Co Consolidated,NASDAQ,2086.0,NC,DE,560950585.0,0,91,286,True
546,COL,ROCKWELL COLLINS INC,1137411,Rockwell Collins Inc,NYSE,3728.0,IA,DE,522314475.0,0,517,285,True
547,COLB,COLUMBIA BKG SYSTEM INC,887343,Columbia Banking System Inc,NASDAQ,6022.0,WA,WA,911422237.0,0,449,0,True
548,COLL,COLLEGIUM PHARMACEUTICAL,21759,Collins Industries Inc,,3711.0,KS,MO,430985160.0,0,10,56,False
549,COLM,COLUMBIA SPORTSWEAR CO,1050797,Columbia Sportswear Co,NASDAQ,2300.0,OR,OR,930498284.0,0,154,221,True
550,COMM,COMMSCOPE HOLDING CO,1165532,Atx Communications Inc,NASDAQ,4812.0,,DE,134078506.0,0,0,0,False
551,COMM,COMMSCOPE HOLDING CO,1517228,Commscope Holding Company Inc,NASDAQ,3663.0,NC,DE,274332098.0,0,2,109,True
552,CONE,CYRUSONE INC,1553023,Cyrusone Inc,NASDAQ,6798.0,TX,MD,,0,87,30,True
553,CONN,CONNS INC,1223389,Conns Inc,NASDAQ,5731.0,TX,DE,61672840.0,0,24,14,True
554,COO,COOPER COMPANIES INC,711404,Cooper Companies Inc,NYSE,3851.0,CA,DE,942657368.0,0,266,382,True
555,COP,CONOCOPHILLIPS,1163165,Conocophillips,NYSE,2911.0,TX,DE,10562944.0,0,9,111,True
556,COR,CORESITE REALTY CORP,849636,Cortex Pharmaceuticals Inc,NYSE,2834.0,CA,DE,330303583.0,0,4,3,True
557,COR,CORESITE REALTY CORP,1490892,Coresite Realty Corp,NYSE,6798.0,CO,MD,,0,5,32,True
558,CORE,CORE MARK HOLDING CO INC,1318084,Core-mark Holding Company Inc,NASDAQ,5141.0,CA,DE,201489747.0,0,385,21,True
559,CORI,CORIUM INTL INC,1041403,Corillian Corp,,7372.0,OR,OR,911795219.0,0,0,52,False
560,CORR,CORENERGY INFRASTRUCT,1347652,Corenergy Infrastructure Trust Inc,NYSE,6799.0,KS,,,0,132,6,True
561,CORT,CORCEPT THERAPEUTICS INC,1088856,Corcept Therapeutics Inc,NASDAQ,2834.0,CA,DE,770487658.0,0,46,225,True
562,COST,COSTCO WHOLESALE CORP,909832,Costco Wholesale Corp,NASDAQ,5331.0,WA,WA,911223280.0,0,147,37,True
563,COTY,COTY INC,1024305,Coty Inc,NYSE,2844.0,NY,,133823358.0,0,156,84,True
564,COWN,COWEN INC,1355007,Cowen Holdings Inc,NASDAQ,6211.0,NY,DE,841702964.0,0,0,8,True
565,COWN,COWEN INC,1466538,Cowen Group Inc,NASDAQ,6211.0,NY,DE,,0,483,11,True
566,CPB,CAMPBELL SOUP CO,16732,Campbell Soup Co,NYSE,2000.0,NJ,NJ,210419870.0,0,485,263,True
567,CPE,CALLON PETROLEUM CO,928022,Callon Petroleum Co,NYSE,1311.0,MS,DE,640844345.0,0,169,45,True
568,CPF,CENTRAL PACIFIC FINL,701347,Central Pacific Financial Corp,NYSE,6022.0,HI,HI,990212597.0,0,11,18,True
569,CPK,CHESAPEAKE UTILITIES,19745,Chesapeake Utilities Corp,NYSE,4923.0,DE,DE,510064146.0,0,93,83,True
570,CPLA,CAPELLA EDUCATION CO,1104349,Capella Education Co,NASDAQ,8200.0,MN,,,0,109,53,True
571,CPN,CALPINE CORP,916457,Calpine Corp,NYSE,4911.0,TX,DE,770212977.0,0,458,83,True
572,CPRT,COPART INC,900075,Copart Inc,NASDAQ,5500.0,TX,CA,942867490.0,0,94,56,True
573,CPRX,CATALYST PHARMACEUTICALS,1369568,Catalyst Pharmaceutical Partners Inc,NASDAQ,2834.0,FL,DE,,0,6,47,True
574,CPS,COOPER STD HLDGS INC,1040596,Choicepoint Inc,NYSE,7374.0,GA,GA,582309650.0,0,4,62,True
575,CPS,COOPER STD HLDGS INC,1320461,Cooper-standard Holdings Inc,NYSE,3714.0,MI,DE,201945088.0,0,19,511,True
576,CPSI,COMPUTER PROGRAMS & SYS,1169445,Computer Programs & Systems Inc,NASDAQ,7371.0,AL,DE,743032373.0,0,65,38,True
577,CPT,CAMDEN PROPERTY TRUST,906345,Camden Property Trust,NYSE,6798.0,TX,TX,766088377.0,0,143,18,True
578,CR,CRANE CO,25445,Crane Co,NYSE,3490.0,CT,DE,131952290.0,0,179,826,True
579,CRAI,CRA INTERNATIONAL INC,1053706,Cra International Inc,NASDAQ,8111.0,MA,MA,42372210.0,0,14,178,True
580,CRAY,CRAY INC,949158,Cray Inc,NASDAQ,3571.0,WA,WA,930962605.0,0,210,86,True
581,CRC,CALIFORNIA RESOURCES,884130,Chromcraft Revington Inc,NYSE MKT,2510.0,IN,DE,351848094.0,0,1,66,True
582,CRCM,CARE.COM INC,1412270,Carecom Inc,NYSE,7200.0,MA,DE,,0,0,7,False
583,CREE,CREE INC,895419,Cree Inc,NASDAQ,3674.0,NC,NC,561572719.0,0,346,653,True
584,CRI,CARTER INC,795363,Carter William Co,NYSE,2300.0,GA,,41156680.0,0,0,11,True
585,CRI,CARTER INC,1060822,Carters Inc,NYSE,2300.0,GA,DE,133912933.0,0,310,49,True
586,CRIS,CURIS INC,1108205,Curis Inc,NASDAQ,2836.0,MA,DE,43505116.0,0,22,205,True
587,CRL,CHARLES RIVER LABS INTL,1100682,Charles River Laboratories International Inc,NYSE,8731.0,MA,,61397316.0,0,311,183,True
588,CRM,SALESFORCE COM INC,1108524,Salesforce Com Inc,NYSE,7372.0,CA,DE,943320693.0,0,23,138,True
589,CRMT,AMERICAS CAR-MART INC,799850,Americas Carmart Inc,NASDAQ,5500.0,AR,TX,630851141.0,0,6,7,True
590,CROX,CROCS INC,1334036,Crocs Inc,NASDAQ,3021.0,CO,,202164234.0,0,6,470,True
591,CRR,CARBO CERAMICS INC,1009672,Carbo Ceramics Inc,NYSE,3290.0,TX,DE,721100013.0,0,5,416,True
592,CRS,CARPENTER TECHNOLOGY,17843,Carpenter Technology Corp,NYSE,3312.0,PA,DE,230458500.0,0,6,1432,True
593,CRUS,CIRRUS LOGIC INC,772406,Cirrus Logic Inc,NASDAQ,3674.0,TX,DE,770024818.0,0,420,75,True
594,CRVL,CORVEL CORP,874866,Corvel Corp,NASDAQ,6411.0,CA,DE,330282651.0,0,1,6,True
595,CRY,CRYOLIFE INC,784199,Cryolife Inc,NYSE,3841.0,GA,FL,592417093.0,0,6,486,True
596,CRZO,CARRIZO OIL & GAS INC,1040593,Carrizo Oil & Gas Inc,NASDAQ,1311.0,TX,TX,760415919.0,0,98,161,True
597,CSBK,CLIFTON BANCORP INC,1240581,Clifton Savings Bancorp Inc,NASDAQ,6035.0,,,341983738.0,0,0,2,True
598,CSCO,CISCO SYSTEMS INC,858877,Cisco Systems Inc,NASDAQ,3576.0,CA,CA,770059951.0,0,249,207,True
599,CSFL,CENTERSTATE BANKS INC,1102266,Centerstate Banks Inc,NASDAQ,6021.0,FL,FL,593606741.0,0,21,18,True
600,CSGP,COSTAR GROUP INC,1057352,Costar Group Inc,NASDAQ,7389.0,DC,DE,522091509.0,0,97,27,True
601,CSGS,CSG SYSTEMS INTL INC,1005757,CSG Systems International Inc,NASDAQ,7374.0,CO,DE,470783182.0,0,13,300,True
602,CSII,CARDIOVASCULAR SYS INC,934306,Conversion Services International Inc,NASDAQ,7370.0,NJ,DE,113200338.0,0,53,42,True
603,CSII,CARDIOVASCULAR SYS INC,1180145,Cardiovascular Systems Inc,NASDAQ,3841.0,MN,DE,411698056.0,0,224,359,True
604,CSII,CARDIOVASCULAR SYS INC,1222929,Cardiovascular Systems Inc,NASDAQ,3841.0,MN,MN,411698046.0,0,0,0,False
605,CSL,CARLISLE COS INC,790051,Carlisle Companies Inc,NYSE,3060.0,NC,DE,311168055.0,0,10,1743,True
606,CSOD,CORNERSTONE ONDEMAND INC,1401680,Cornerstone Ondemand Inc,NASDAQ,7372.0,CA,DE,,0,241,34,True
607,CSS,CSS INDUSTRIES INC,20629,CSS Industries Inc,NYSE,2771.0,PA,DE,131920657.0,0,157,78,True
608,CST,CST BRANDS INC,1562039,CST Brands Inc,NYSE,5500.0,TX,DE,461365950.0,0,63,38,True
609,CSU,CAPITAL SENIOR LIVING,1043000,Capital Senior Living Corp,NYSE,8050.0,TX,DE,752678809.0,0,7,59,True
610,CSV,CARRIAGE SERVICES INC,1016281,Carriage Services Inc,NYSE,7200.0,TX,DE,760423828.0,0,210,70,True
611,CSWI,CSW INDUSTRIALS INC,1109879,Computer Software Innovations Inc,,7373.0,SC,DE,980216911.0,0,0,12,True
612,CSX,CSX CORP,277948,CSX Corp,NYSE,4011.0,FL,VA,621051971.0,0,407,1439,True
613,CTAS,CINTAS CORP,723254,Cintas Corp,NASDAQ,2320.0,OH,WA,311188630.0,0,234,140,True
614,CTB,COOPER TIRE & RUBBER CO,24491,Cooper Tire & Rubber Co,NYSE,3011.0,OH,DE,344297750.0,0,13,467,True
615,CTBI,COMMUNITY TRUST BANCORP,350852,Community Trust Bancorp Inc,NASDAQ,6022.0,KY,KY,610979818.0,0,8,10,True
616,CTL,CENTURYLINK INC,18926,Centurylink Inc,NYSE,4813.0,LA,LA,720651161.0,0,99,161,True
617,CTO,CONSOLIDATED TOMOKA LAND,23795,Consolidated Tomoka Land Co,NYSE MKT,6500.0,FL,FL,590483700.0,0,11,3,True
618,CTRL,CONTROL4 CORPORATION,1259515,Control4 Corp,NASDAQ,3670.0,UT,DE,,0,2,3,True
619,CTRN,CITI TRENDS INC,1318484,Citi Trends Inc,NASDAQ,5600.0,GA,DE,522150697.0,0,2,51,True
620,CTS,CTS CORP,26058,CTS Corp,NYSE,3672.0,IN,IN,350225010.0,0,15,338,True
621,CTSH,COGNIZANT TECH SOLUTIONS,1058290,Cognizant Technology Solutions Corp,NASDAQ,7371.0,NJ,,133728359.0,0,77,61,True
622,CTT,CATCHMARK TIMBER TRUST,1341141,Catchmark Timber Trust Inc,NYSE,6798.0,GA,MD,203536671.0,0,97,32,True
623,CTWS,CONNECTICUT WATER SVC,276209,Connecticut Water Service Inc,NASDAQ,4941.0,CT,CT,60739839.0,0,197,123,True
624,CTXS,CITRIX SYSTEMS INC,877890,Citrix Systems Inc,NASDAQ,7372.0,FL,DE,752275152.0,0,227,103,True
625,CUB,CUBIC CORP,26076,Cubic Corp,NYSE,3829.0,CA,DE,951678055.0,0,21,413,True
626,CUBE,CUBESMART,1298675,Cubesmart,NYSE,6798.0,PA,MD,201024732.0,0,16,17,True
627,CUBI,CUSTOMERS BANCORP INC,1488813,Customers Bancorp Inc,NASDAQ,6022.0,PA,PA,272290659.0,0,14,9,True
628,CUDA,BARRACUDA NETWORKS INC,1348334,Barracuda Networks Inc,NYSE,3577.0,CA,DE,830380411.0,0,6,34,True
629,CUNB,CU BANCORP CALIF,1543643,Cu Bancorp,NASDAQ,6021.0,CA,CA,900779788.0,0,16,4,True
630,CUTR,CUTERA INC,1162461,Cutera Inc,NASDAQ,3845.0,CA,DE,770492262.0,0,5,185,True
631,CUZ,COUSINS PROPERTIES INC,25232,Cousins Properties Inc,NYSE,6798.0,GA,GA,580869052.0,0,300,4,True
632,CVA,COVANTA HOLDING CORP,225648,Covanta Holding Corp,NYSE,4991.0,NJ,DE,956021257.0,0,268,115,True
633,CVBF,CVB FINANCIAL CORP,354647,CVB Financial Corp,NASDAQ,6022.0,CA,CA,953629339.0,0,10,13,True
634,CVCO,CAVCO INDUSTRIES INC,278166,Cavco Industries Inc,NASDAQ,2451.0,AZ,DE,860214910.0,0,151,205,True
635,CVCY,CENTRAL VALLEY CMNTY,1127371,Central Valley Community Bancorp,NASDAQ,6022.0,CA,CA,770539125.0,0,225,3,True
636,CVG,CONVERGYS CORP,1062047,Convergys Corp,NYSE,7373.0,OH,OH,311598292.0,0,627,42,True
637,CVGI,COMMERCIAL VEH GROUP INC,1290900,Commercial Vehicle Group Inc,NASDAQ,3714.0,OH,DE,411990662.0,0,8,491,True
638,CVGW,CALAVO GROWERS INC,1133470,Calavo Growers Inc,NASDAQ,700.0,CA,CA,330945304.0,0,22,101,True
639,CVI,CVR ENERGY INC,1376139,CVR Energy Inc,NYSE,2911.0,TX,DE,,0,143,426,True
640,CVLT,COMMVAULT SYSTEMS INC,1169561,Commvault Systems Inc,NASDAQ,7372.0,NJ,DE,,0,98,32,True
641,CVLY,CODORUS VY BANCORP INC,806279,Codorus Valley Bancorp Inc,NASDAQ,6035.0,PA,PA,232428543.0,0,4,1,True
642,CVS,CVS HEALTH CORPORATION,64803,CVS Caremark Corp,NYSE,5912.0,RI,DE,50494040.0,0,147,46,True
643,CVTI,COVENANT TRANS GRP INC,928658,Covenant Transportation Group Inc,NASDAQ,4213.0,TN,NV,880320154.0,0,9,127,True
644,CVX,CHEVRON CORP,93410,Chevron Corp,NYSE,2911.0,CA,DE,940890210.0,0,291,121,True
645,CW,CURTISS WRIGHT CORP,26324,Curtiss Wright Corp,NYSE,3590.0,NJ,DE,130612970.0,0,142,238,True
646,CWCO,CONSOLIDATED WATER CO,928340,Consolidated Water Co LTD,NASDAQ,4941.0,E9,E6,,0,23,212,True
647,CWH,CAMPING WORLD HOLDINGS,803649,Commonwealth REIT,NYSE,6798.0,MA,MD,46558834.0,0,11,8,True
648,CWST,CASELLA WASTE SYSTEMS,911177,Casella Waste Systems Inc,NASDAQ,4953.0,VT,DE,30338873.0,0,34,554,True
649,CWT,CALIFORNIA WTR SVC GRP,1035201,California Water Service Group,NYSE,4941.0,CA,DE,770448994.0,0,5,132,True
650,CXO,CONCHO RESOURCES INC,1358071,Concho Resources Inc,NYSE,1311.0,TX,DE,760818600.0,0,7,67,True
651,CXP,COLUMBIA PPTY TR INC,1252849,Columbia Property Trust Inc,NYSE,6798.0,GA,MD,200068852.0,0,263,15,True
652,CXW,CORECIVIC INC,1070985,Corrections Corp Of America,NYSE,8744.0,TN,MD,621763875.0,0,5,10,True
653,CY,CYPRESS SEMICONDUCTOR,791915,Cypress Semiconductor Corp,NASDAQ,3674.0,CA,DE,942885898.0,0,54,207,True
654,CYBE,CYBEROPTICS CORP,768411,Cyberoptics Corp,NASDAQ,3827.0,MN,MN,411472057.0,0,3,163,True
655,CYH,COMMUNITY HEALTH SYSTEMS,1108109,Community Health Systems Inc,NYSE,8062.0,TN,DE,133893191.0,0,9,48,True
656,CYS,CYS INVESTMENTS INC,1396446,Cys Investments Inc,NYSE,6798.0,MA,MD,204072657.0,0,305,5,True
657,CYTK,CYTOKINETICS INC,1061983,Cytokinetics Inc,NASDAQ,2834.0,CA,,943291317.0,0,24,231,True
658,CZNC,CITIZENS & NORTHERN CORP,810958,Citizens & Northern Corp,NASDAQ,6022.0,PA,PA,232451943.0,0,164,0,True
659,CZR,CAESARS ENTMT CORP,858339,Caesars Entertainment Corp,NASDAQ,7011.0,NV,DE,621411755.0,0,258,48,True
660,CZR,CAESARS ENTMT CORP,1070794,Park Place Entertainment Corp,NASDAQ,7011.0,NV,DE,880400631.0,0,0,18,False
661,D,DOMINION ENERGY INC,715957,Dominion Resources Inc,NYSE,4911.0,VA,VA,541229715.0,0,419,266,True
662,DAKT,DAKTRONICS INC,915779,Daktronics Inc,NASDAQ,3990.0,SD,SD,460306862.0,0,201,224,True
663,DAL,DELTA AIR LINES INC,27904,Delta Air Lines Inc,NYSE,4512.0,GA,DE,580218548.0,0,302,263,True
664,DAN,DANA INCORPORATED,26780,Dana Holding Corp,NYSE,3714.0,OH,DE,261531856.0,0,205,314,True
665,DAR,DARLING INGREDIENTS INC,916540,Darling International Inc,NYSE,2070.0,TX,DE,362495346.0,0,410,424,True
666,DATA,TABLEAU SOFTWARE INC,886530,Datatrak International Inc,NYSE,7372.0,OH,OH,341685364.0,0,1,6,False
667,DATA,TABLEAU SOFTWARE INC,1303652,Tableau Software Inc,NYSE,7372.0,WA,,470945740.0,0,587,8,True
668,DBD,DIEBOLD NIXDORF,28823,Diebold Inc,NYSE,3578.0,OH,OH,340183970.0,0,417,204,True
669,DCI,DONALDSON INC,29644,Donaldson Co Inc,NYSE,3564.0,MN,DE,410222640.0,0,10,260,True
670,DCO,DUCOMMUN INC,30305,Ducommun Inc,NYSE,3728.0,CA,DE,950693330.0,0,91,390,True
671,DCOM,DIME CMNTY BANCSHARES,1005409,Dime Community Bancshares Inc,NASDAQ,6035.0,NY,DE,113297463.0,0,10,16,True
672,DCT,DCT INDUSTRIAL TRUST INC,1170991,DCT Industrial Trust Inc,NYSE,6798.0,CO,MD,820538520.0,0,16,19,True
673,DD,DU PONT E I DE NEMOURS,30554,Dupont E I De Nemours & Co,NYSE,2820.0,DE,DE,510014090.0,0,395,1631,True
674,DDD,3D SYSTEMS CORP,910638,3D Systems Corp,NYSE,7372.0,SC,DE,954431352.0,418,171,1851,False
675,DDD,3D SYSTEMS CORP,934936,Scolr Pharma Inc,NYSE,2835.0,WA,DE,911689591.0,0,6,91,False
676,DDR,DDR CORP,894315,DDR Corp,NYSE,6798.0,OH,OH,341723097.0,0,135,1,True
677,DDS,DILLARDS INC,28917,Dillards Inc,NYSE,5311.0,AR,DE,710388071.0,0,61,46,True
678,DE,DEERE & CO,315189,Deere & Co,NYSE,3523.0,IL,DE,362382580.0,0,103,340,True
679,DECK,DECKERS OUTDOOR CORP,910521,Deckers Outdoor Corp,NASDAQ,3021.0,CA,DE,953015862.0,0,43,284,True
680,DEI,DOUGLAS EMMETT INC,1364250,Douglas Emmett Inc,NYSE,6798.0,CA,MD,203073047.0,0,130,26,True
681,DEL,DELTIC TIMBER CORP,1022469,Deltic Timber Corp,NYSE,2421.0,AR,DE,710795870.0,0,2,271,True
682,DENN,DENNYS CORP,852772,Dennys Corp,NASDAQ,5812.0,SC,DE,133487402.0,0,115,43,True
683,DEPO,DEPOMED INC,1005201,Depomed Inc,NASDAQ,2834.0,CA,CA,943229046.0,0,4,229,True
684,DF,DEAN FOODS COMPANY,931336,Dean Foods Co,NYSE,2024.0,TX,DE,752559681.0,0,28,384,True
685,DFRG,DEL FRISCOS RESTAURANT,1415301,Del Friscos Restaurant Group Inc,NASDAQ,5812.0,TX,DE,208453116.0,0,3,2,True
686,DFS,DISCOVER FINANCIAL SRVC,902270,Lenox Group Inc,NYSE,3260.0,MN,DE,133684956.0,0,1,38,True
687,DFS,DISCOVER FINANCIAL SRVC,1393612,Discover Financial Services,NYSE,6141.0,IL,DE,362517428.0,0,595,56,True
688,DFT,DUPONT FABROS TECHNOLOGY,1407739,Dupont Fabros Technology Inc,NYSE,6500.0,DC,MD,208718331.0,0,340,80,True
689,DG,DOLLAR GENERAL CORP,29534,Dollar General Corp,NYSE,5331.0,TN,TN,610502302.0,0,6,76,True
690,DGAS,DELTA NATURAL GAS INC,277375,Delta Natural Gas Co Inc,NASDAQ,4923.0,KY,KY,610458329.0,0,131,214,True
691,DGI,DIGITALGLOBE INC,1208208,Digitalglobe Inc,NYSE,4899.0,CO,DE,,0,3,103,True
692,DGICA,DONEGAL GROUP INC,800457,Donegal Group Inc,NASDAQ,6331.0,PA,DE,232424711.0,0,9,40,True
693,DGII,DIGI INTL INC,854775,Digi International Inc,NASDAQ,3576.0,MN,DE,411532464.0,0,118,121,True
694,DGX,QUEST DIAGNOSTICS INC,1022079,Quest Diagnostics Inc,NYSE,8071.0,NJ,DE,161387862.0,0,219,118,True
695,DHI,D R HORTON INC,882184,Horton D R Inc,NYSE,1531.0,TX,DE,752386963.0,0,215,273,True
696,DHIL,DIAMOND HILL INVESTMENT,909108,Diamond Hill Investment Group Inc,NASDAQ,6282.0,OH,OH,650190407.0,0,46,5,True
697,DHR,DANAHER CORP,313616,Danaher Corp,NYSE,3823.0,DC,DE,591995548.0,0,239,466,True
698,DHX,DHI GROUP INC,1393883,Dice Holdings Inc,NYSE,7389.0,NY,DE,203179218.0,0,281,47,True
699,DIN,DINEEQUITY INC,49754,Dineequity Inc,NYSE,5812.0,CA,DE,953038279.0,0,392,135,True
700,DIOD,DIODES INC,29002,Diodes Inc,NASDAQ,3674.0,TX,DE,952039518.0,0,13,287,True
701,DIS,DISNEY WALT CO,1001039,Walt Disney Co,NYSE,4841.0,CA,DE,954545390.0,0,331,75,True
702,DISCA,DISCOVERY COMM CL A,1437107,Discovery Communications Inc,NASDAQ,4841.0,MD,DE,352333914.0,0,366,11,True
703,DISH,DISH NETWORK CORP,1001082,Dish Network Corp,NASDAQ,4841.0,CO,NV,880336997.0,0,11,200,True
704,DJCO,DAILY JOURNAL CORP,783412,Daily Journal Corp,NASDAQ,2711.0,CA,SC,954133299.0,0,2,29,True
705,DK,DELEK US HLDGS INC,1351541,Delek US Holdings Inc,NYSE,2911.0,,,522319066.0,0,341,130,True
706,DKS,DICKS SPORTING GOODS INC,1089063,Dicks Sporting Goods Inc,NYSE,5940.0,PA,DE,161241537.0,0,83,48,True
707,DLA,DELTA APPAREL INC,1101396,Delta Apparel Inc,NYSE MKT,5130.0,SC,GA,582508794.0,0,162,254,True
708,DLB,DOLBY LABORATORIES INC,1308547,Dolby Laboratories Inc,NYSE,3663.0,CA,DE,900199783.0,0,544,300,True
709,DLPH,DELPHI AUTOMOTIVE PLC,1521332,Delphi Automotive PLC,NYSE,3714.0,X0,Y9,,0,439,133,True
710,DLR,DIGITAL REALTY TRUST INC,1297996,Digital Realty Trust Inc,NYSE,6798.0,CA,,260081711.0,0,78,149,True
711,DLTR,DOLLAR TREE INC,935703,Dollar Tree Inc,NASDAQ,5331.0,VA,VA,541387365.0,0,209,11,True
712,DLX,DELUXE CORP,27996,Deluxe Corp,NYSE,2780.0,MN,MN,410216800.0,0,171,307,True
713,DMRC,DIGIMARC CORPORATION,1089443,Digimarc Corp,NASDAQ,7373.0,OR,DE,943342784.0,0,1,181,True
714,DMRC,DIGIMARC CORPORATION,1438231,Digimarc Corp,NASDAQ,7373.0,OR,OR,262828185.0,0,22,162,True
715,DNB,DUN & BRADSTREET CORP,1115222,Dun & Bradstreet Corp,NYSE,7320.0,NJ,DE,223725387.0,0,261,125,True
716,DNBF,DNB FINL CORP,713671,DNB Financial Corp,NASDAQ,6021.0,PA,PA,232222567.0,0,8,23,True
717,DNKN,DUNKIN BRANDS GROUP INC,1357204,Dunkin Brands Group Inc,NASDAQ,5810.0,MA,DE,,0,195,54,True
718,DNR,DENBURY RESOURCES INC,945764,Denbury Resources Inc,NYSE,1311.0,TX,DE,752815171.0,0,234,69,True
719,DO,DIAMOND OFFSHR DRILLING,949039,Diamond Offshore Drilling Inc,NYSE,1381.0,TX,DE,760321760.0,0,37,56,True
720,DOC,PHYSICIANS REALTY TRUST,771252,Digital Angel Corp,NYSE,3669.0,MN,DE,521233960.0,0,0,48,False
721,DOC,PHYSICIANS REALTY TRUST,1574540,Physicians Realty Trust,NYSE,6798.0,WI,MD,462519850.0,0,3,22,True
722,DOOR,MASONITE INTL CORP,893691,Masonite International Corp,NYSE,2430.0,FL,A1,980377314.0,0,73,95,True
723,DORM,DORMAN PRODUCTS INC,868780,Dorman Products Inc,NASDAQ,3714.0,PA,PA,232078856.0,0,3,104,True
724,DOV,DOVER CORP,29905,Dover Corp,NYSE,3530.0,IL,DE,530257888.0,0,231,272,True
725,DOW,DOW CHEMICAL CO,19925,Chiksan Tool Co,NYSE,,,,,0,0,0,False
726,DOW,DOW CHEMICAL CO,29915,Dow Chemical Co,NYSE,2821.0,MI,DE,381285128.0,0,517,3408,True
727,DPS,DR PEPPER SNAPPLE GROUP,1418135,DR Pepper Snapple Group Inc,NYSE,2080.0,TX,DE,753258232.0,0,561,328,True
728,DPZ,DOMINOS PIZZA INC,1286681,Dominos Pizza Inc,NYSE,5140.0,MI,,382511577.0,0,13,63,True
729,DRE,DUKE REALTY CORP,783280,Duke Realty Corp,NYSE,6798.0,IN,IN,351740409.0,0,366,36,True
730,DRH,DIAMONDROCK HOSPITALITY,1298946,Diamondrock Hospitality Co,NYSE,6798.0,MD,,,0,197,105,True
731,DRI,DARDEN RESTAURANTS INC,940944,Darden Restaurants Inc,NYSE,5812.0,FL,FL,593305930.0,0,1021,19,True
732,DRQ,DRIL-QUIP INC,1042893,Dril-quip Inc,NYSE,3533.0,TX,DE,742162088.0,0,15,315,True
733,DRRX,DURECT CORP,1082038,Durect Corp,NASDAQ,2834.0,CA,DE,943297098.0,0,22,337,True
734,DSPG,DSP GROUP INC,915778,DSP Group Inc,NASDAQ,3674.0,CA,DE,942683643.0,0,23,125,True
735,DST,DST SYSTEMS INC,714603,DST Systems Inc,NYSE,7374.0,MO,DE,431581814.0,0,84,79,True
736,DSW,DSW INC,1319947,DSW Inc,NYSE,5661.0,OH,OH,310746639.0,0,235,66,True
737,DTE,DTE ENERGY CO,936340,Dte Energy Co,NYSE,4911.0,MI,MI,383217752.0,0,445,198,True
738,DUK,DUKE ENERGY CORP,30371,Duke Energy Carolinas LLC,NYSE,4911.0,NC,NC,560205520.0,0,48,398,True
739,DUK,DUKE ENERGY CORP,1326160,Duke Energy Corp,NYSE,4931.0,NC,DE,202777218.0,0,60,473,True
740,DVA,DAVITA INC,927066,Davita Healthcare Partners Inc,NYSE,8090.0,CO,DE,510354549.0,0,133,35,True
741,DVAX,DYNAVAX TECHNOLOGIES,1029142,Dynavax Technologies Corp,NASDAQ,2834.0,CA,DE,330728374.0,0,11,253,True
742,DVN,DEVON ENERGY CORP,837330,Devon Energy Corp,NYSE,1311.0,OK,OK,731333969.0,0,0,13,False
743,DVN,DEVON ENERGY CORP,1090012,Devon Energy Corp,NYSE,1311.0,OK,DE,731567067.0,0,76,76,True
744,DX,DYNEX CAPITAL INC,826675,Dynex Capital Inc,NYSE,6798.0,VA,VA,521549373.0,0,59,0,True
745,DXCM,DEXCOM INC,1093557,Dexcom Inc,NASDAQ,3841.0,CA,DE,330857544.0,0,63,610,True
746,DXPE,DXP ENTERPRISES INC,1020710,DXP Enterprises Inc,NASDAQ,5084.0,TX,TX,760509661.0,0,15,50,True
747,DY,DYCOM INDUSTRIES INC,67215,Dycom Industries Inc,NYSE,1623.0,FL,FL,591277135.0,0,144,306,True
748,DYN,DYNEGY INC,879215,Dynegy Illinois Inc,NYSE,4911.0,TX,IL,742928353.0,0,9,145,True
749,DYN,DYNEGY INC,1379895,Dynegy Inc,NYSE,4911.0,TX,DE,205653152.0,0,316,240,True
